transaction_id,store_id,product_id,timestamp,sales_value,quantity_sold,inventory_level,cogs,tax,discount,loyalty_id,payment_type,clerk_id,department,brand,promotion_name,store_location,stock_status,is_weekend,weather_context
TXN-54631,STORE-2,P-109,2024-10-30, 9.45 ,1,989,5.67,0.47,1.89,,Cash,EMP-45,Grocery,Private Label,None,New York,In Stock,NO,Rainy
TXN-54632,STORE-3,P-184,2025-12-30,29.01,1,356,17.41,1.45,0.00,,Mobile Pay,EMP-8,Grocery,Private Label,None,Berlin,Low Stock,NO,Snowy
TXN-54633,STORE-4,P-6,2024-10-21,74.66,8,420,44.79,3.73,0.00,,Card,EMP-27,Dairy,Premium Brand,None,Berlin,In Stock,YES,Cloudy
TXN-54634,STORE-5,P-471,2024-03-22,120.88,3,880,72.53,6.04,0.00,,Cash,EMP-50,Grocery,Premium Brand,None,London,In Stock,NO,Rainy
TXN-54635,STORE-6,P-308,2024-01-10,49.58,5,908,29.75,2.48,9.92,L-5635,Cash,EMP-6,Dairy,Private Label,None,Berlin,In Stock,NO,Rainy
TXN-54636,STORE-7, P-291 ,2025-07-27,57.21,4,729,34.32,2.86,0.00,,Cash,EMP-16,Grocery,Private Label,None,Tokyo,In Stock,NO,Snowy
TXN-54637,STORE-8,P-117,2024-01-30,46.53,6,440,27.92,2.33,0.00,L-5637,Card,EMP-37,Deli,Premium Brand,None,Berlin,In Stock,NO,Rainy
TXN-54638,STORE-9,P-215,2024-10-02,35.85,2,448,21.51,1.79,0.00,,Mobile Pay,EMP-3,Dairy,Premium Brand,Winter Sale,Berlin,In Stock,YES,Cloudy
TXN-54639,STORE-10,P-69,2026-03-04,82.03,10,856,49.22,4.10,16.41,,Card,EMP-27,Grocery,National Brand,Winter Sale,Berlin,In Stock,NO,Cloudy
TXN-54640,STORE-1,P-205,2024-03-24,29.07,7,107,17.44,1.45,0.00,,Cash,EMP-45,Dairy,National Brand,None,Berlin,In Stock,NO,Snowy
TXN-54641,STORE-2,P-59,2024-04-15,41.84,400,169,25.10,2.09,0.00,L-5641,Mobile Pay,EMP-17,Grocery,Private Label,None,Tokyo,In Stock,YES,Rainy
TXN-54642,STORE-3,P-112,2024-07-06,11.96,4,478,7.18,0.60,0.00,,Card,EMP-20,Meat,National Brand,None,Berlin,In Stock,NO,Rainy
TXN-54643,STORE-4,P-395,2025-03-07,105.65,,831,63.39,5.28,0.00,L-5643,Cash,EMP-30,Dairy,National Brand,None,Tokyo,In Stock,NO,Rainy
TXN-54644,STORE-5,P-261,1769993253679,49.75,6,63,29.85,2.49,0.00,L-5644,Cash,EMP-6,Dairy,Premium Brand,None,Paris,In Stock,NO,Snowy
TXN-54645,STORE-6,P-313,2025-02-18,51.80,4,953,31.08,2.59,0.00,L-5645,Card,EMP-40,Meat,Premium Brand,None,Berlin,In Stock,YES,Rainy
TXN-54646,STORE-7,P-160,2024-03-26,56.98,7,944,34.19,2.85,0.00,L-5646,Mobile Pay,EMP-37,Bakery,Private Label,None,New York,In Stock,NO,Sunny
TXN-54647,STORE-8,P-377,2026-03-06,61.03,5,985,36.62,3.05,0.00,L-5647,Card,EMP-16, Dairy ,Premium Brand,None,Berlin,In Stock,NO,Cloudy
TXN-54648,STORE-9,P-324,2025-09-06,47.32,4,213,28.39,2.37,9.46,,Card,EMP-49,Deli,Premium Brand,None,London,In Stock,YES,Sunny
TXN-54649,STORE-10,P-380,2024-02-15,70.86,8,371,42.51,3.54,0.00,,Card,EMP-33,Meat,Premium Brand,None,London,In Stock,YES,Sunny
TXN-54650,STORE-1,P-25,2024-08-21,86.84,10,248,52.10,4.34,0.00,L-5650,Card,EMP-10,Deli,National Brand,None,New York,In Stock,NO,Rainy
TXN-54651,STORE-2,P-104,2025-05-31,42.65,1,656,25.59,2.13,0.00,L-5651,Mobile Pay,EMP-30,Grocery,Premium Brand,None,New York,In Stock,YES,Rainy
TXN-54652,STORE-3,P-432,1765823801966,83.41,10,959,50.04,4.17,0.00,,Cash,EMP-33,Bakery,Premium Brand,None,London,In Stock,NO,Sunny
TXN-54653,STORE-4,P-358,2026-01-26,60.62,700,688,36.37,3.03,0.00,,Mobile Pay,EMP-6,Dairy,Private Label,None,New York,In Stock,NO,Cloudy
TXN-54654,STORE-5,P-125,2024-03-13,84.07,10,529,50.44,4.20,0.00,L-5654,Mobile Pay,EMP-8,Meat,National Brand,None,Berlin,In Stock,NO,Sunny
TXN-54655,STORE-6,P-235,2024-09-24,105.34,200,495,63.20,5.27,0.00,,Cash,EMP-8,Grocery,Premium Brand,None,New York,In Stock,NO,Rainy
TXN-54656,STORE-7,P-189,2025-11-22,105.15,7,92,63.09,5.26,0.00,L-5656,Card,EMP-22,Deli,National Brand,None,London,In Stock,NO,Cloudy
TXN-54657,STORE-8,P-222,2025-04-09,100.03,10,796,60.02,5.00,0.00,,Cash,EMP-6,,National Brand,None,New York,In Stock,NO,Snowy
TXN-54658,STORE-9,,2025-04-07,60.35,800,337,36.21,3.02,0.00,L-5658,Mobile Pay,EMP-7,Grocery,National Brand,None,New York,In Stock,NO,Sunny
TXN-54659,STORE-10,P-236,2024-06-23,64.53,8,720,38.72,3.23,0.00,L-5659,Mobile Pay,EMP-19,Deli,Premium Brand,None,Berlin,In Stock,YES,Sunny
TXN-54660,STORE-1,P-472,2025-05-09,102.60,3,878,61.56,5.13,0.00,L-5660,Mobile Pay,EMP-27,Produce,Premium Brand,Winter Sale,London,In Stock,NO,Snowy
TXN-54661,STORE-2,P-471,2024-01-26,101.27,5,44,60.76,5.06,0.00,,Mobile Pay,EMP-2,Deli,Premium Brand,None,Paris,In Stock,NO,Cloudy
TXN-54662,STORE-3,P-100,2025-03-03,122.89,8,647,73.73,6.14,0.00,,Cash,EMP-43,,National Brand,None,Paris,Low Stock,NO,Sunny
TXN-54663,STORE-4,P-337,2024-12-19,9.28,7,447,5.57,0.46,1.86,,Card,EMP-11,Produce,Private Label,None,New York,In Stock,YES,Snowy
TXN-54664,STORE-5,P-348,2026-02-09,2.36,4,202,1.41,0.12,0.47,,Cash,EMP-14,Dairy,Private Label,None,Berlin,In Stock,YES,Snowy
TXN-54665,STORE-6,P-229,9/4/2025,,3,101,13.08,1.09,0.00,L-5665,Mobile Pay,EMP-21,Deli,Premium Brand,None,New York,In Stock,NO,Cloudy
TXN-54666,STORE-7,P-139,2024-02-08,44.09,3,235,26.45,2.20,0.00,,Mobile Pay,EMP-41,Grocery,Private Label,None,London,In Stock,NO,Cloudy
TXN-54667,STORE-8,P-408,2024-03-07,130.96,4,423,78.57,6.55,0.00,,Cash,EMP-16,Dairy,Private Label,None,Paris,In Stock,NO,Rainy
TXN-54668,STORE-9,P-180,2024-01-25,12.28,10,208,7.37,0.61,2.46,L-5668,Mobile Pay,EMP-38,Dairy,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-54669,STORE-10,P-38,2025-08-30,129.08,10,917,77.45,6.45,0.00,,Mobile Pay,EMP-38,Deli,National Brand,Winter Sale,Tokyo,Low Stock,NO,Cloudy
TXN-54670,STORE-1, P-279 ,2025-04-19,89.68,6,698,53.81,4.48,0.00,L-5670,Cash,EMP-44,Produce,Premium Brand,None,New York,In Stock,NO,Cloudy
TXN-54671,STORE-2,P-231,2025-05-26,86.29,2,822,51.77,4.31,0.00,,Mobile Pay,EMP-27,Deli,Private Label,None,Berlin,In Stock,NO,Sunny
TXN-54672,STORE-3,P-303,2024-12-13,86.57,2,239,51.94,4.33,0.00,L-5672,Cash,EMP-48,Dairy,National Brand,Winter Sale,London,In Stock,YES,Rainy
TXN-54673,STORE-4,P-454,2025-02-22,135.17,2,111,81.10,6.76,0.00,,Cash,EMP-29,Dairy,National Brand,None,London,In Stock,NO,Rainy
TXN-54674,STORE-5,P-338,2025-12-09,85.69,4,853,51.41,4.28,0.00,L-5674,Cash,EMP-33,Meat,Private Label,None,London,In Stock,NO,Cloudy
TXN-54675,STORE-6,P-151,2025-05-02,11.15,2,50,6.69,0.56,0.00,,Mobile Pay,EMP-32,Deli,National Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-54676,STORE-7,P-308,2024-08-20,80.86,8,637,48.51,4.04,0.00,L-5676,Mobile Pay,EMP-36,Deli,Private Label,None,Berlin,In Stock,NO,Rainy
TXN-54677,STORE-8,P-8,2025-11-18,127.36,4,213,76.41,6.37,0.00,L-5677,Cash,EMP-8,Dairy,National Brand,None,New York,In Stock,NO,Snowy
TXN-54678,STORE-9,P-282,2024-11-18,13.66,3,678,8.20,0.68,0.00,,Cash,EMP-24,Bakery,Premium Brand,None,Tokyo,In Stock,NO,Sunny
TXN-54679,STORE-10,P-368,2025-12-19,57.71,6,931,34.62,2.89,0.00,L-5679,Card,EMP-36,Produce,Private Label,None,New York,In Stock,YES,Snowy
TXN-54680,STORE-1,P-179,2025-03-24,89.32,7,66,53.59,4.47,0.00,L-5680,Mobile Pay,EMP-43,,Private Label,Winter Sale,Berlin,Low Stock,NO,Sunny
TXN-54681,STORE-2,P-147,2025-04-19,101.22,5,373,60.73,5.06,0.00,,Mobile Pay,EMP-17,Deli,National Brand,None,London,Low Stock,NO,Rainy
TXN-54682,STORE-3,P-20,2024-12-16,56.00,1,800,33.60,2.80,0.00,L-5682,Mobile Pay,EMP-3,Bakery,National Brand,None,Tokyo,In Stock,NO,Sunny
TXN-54683,STORE-4,P-330,2025-02-12,113.08,6,658,67.85,5.65,0.00,L-5683,Card,EMP-48,Deli,National Brand,None,London,Low Stock,NO,Sunny
TXN-54684,STORE-5,P-163,2024-04-29,51.88,4,708,31.13,2.59,0.00,L-5684,Mobile Pay,EMP-18,Grocery,National Brand,None,Berlin,In Stock,YES,Snowy
TXN-54685,STORE-6,P-10,2024-09-03,43.82,9,750,26.29,2.19,0.00,,Mobile Pay,EMP-36,Meat,Premium Brand,Winter Sale,New York,In Stock,NO,Sunny
TXN-54686,STORE-7,P-129,2025-07-24,147.43,3,569,88.46,7.37,0.00,,Mobile Pay,EMP-25,Produce,Premium Brand,None,Berlin,In Stock,NO,Rainy
TXN-54687,STORE-8,P-218,2025-04-12,65.77,7,198,39.46,3.29,0.00,,Card,EMP-16,Dairy,National Brand,None,London,In Stock,NO,Rainy
TXN-54688,STORE-9,P-405,2024-10-16,15.02,5,695,9.01,0.75,0.00,,Card,EMP-24,Produce,Private Label,None,Paris,Low Stock,NO,Sunny
TXN-54689,STORE-10,P-419,2024-10-18,89.96,9,305,53.98,4.50,0.00,L-5689,Cash,EMP-42,Deli,National Brand,None,Tokyo,Low Stock,NO,Rainy
TXN-54690,STORE-1,P-267,1712940478486,52.35,6,352,31.41,2.62,0.00,L-5690,Card,EMP-20,Meat,Premium Brand,None,London,In Stock,NO,Snowy
TXN-54691,STORE-2,P-164,2026-01-31,4.88,4,231,2.93,0.24,0.00,L-5691,Cash,EMP-21,Dairy,National Brand,None,London,In Stock,NO,Snowy
TXN-54692,STORE-3,P-35,2026-01-03, 43.08 ,6,734,25.85,2.15,0.00,,Cash,EMP-26,Grocery,Private Label,Winter Sale,New York,In Stock,NO,Cloudy
TXN-54693,STORE-4,P-69,2025-10-06,32.08,9,893,19.25,1.60,0.00,L-5693,Cash,EMP-33,Deli,Premium Brand,Winter Sale,Tokyo,In Stock,NO,Sunny
TXN-54694,STORE-5,P-290,2024-09-11,31.00,8,333,18.60,1.55,6.20,,Mobile Pay,EMP-43,Bakery,Private Label,None,Tokyo,In Stock,YES,Sunny
TXN-54695,STORE-6,P-454,6/2/2025,,7,714,87.16,7.26,0.00,,Card,EMP-25,Meat,Private Label,None,New York,In Stock,NO,Snowy
TXN-54696,STORE-7,P-401,2025-12-15,92.12,8,678,55.27,4.61,0.00,L-5696,Mobile Pay,EMP-42,Dairy,Premium Brand,None,London,In Stock,NO,Rainy
TXN-54697,STORE-8,P-458,2026-02-13,124.53,9,86,74.72,6.23,0.00,L-5697,Card,EMP-37,Produce,National Brand,None,Paris,In Stock,YES,Sunny
TXN-54698,STORE-9,P-270,2024-06-30,97.02,6,790,58.21,4.85,0.00,L-5698,Cash,EMP-25,Grocery,Premium Brand,None,Tokyo,In Stock,NO,Sunny
TXN-54699,STORE-10,,2026-01-19,80.43,4,701,48.26,4.02,0.00,,Mobile Pay,EMP-48,Meat,National Brand,Winter Sale,New York,In Stock,NO,Cloudy
TXN-54700,STORE-1,P-102,2025-11-03,93.31,8,557,55.99,4.67,0.00,,Mobile Pay,EMP-16,Meat,National Brand,None,Tokyo,In Stock,YES,Rainy
TXN-54701,STORE-2,P-21,2025-05-31,112.26,1,628,67.35,5.61,0.00,,Card,EMP-38,Dairy,National Brand,None,Berlin,In Stock,YES,Snowy
TXN-54702,STORE-3,P-274,2024-05-23,52.83,5,35,31.70,2.64,0.00,L-5702,Card,EMP-30,Produce,Private Label,None,London,Low Stock,NO,Snowy
TXN-54703,STORE-4,P-80,2026-01-28,65.00,5,219,39.00,3.25,0.00,,Cash,EMP-50,Meat,Private Label,None,Berlin,In Stock,NO,Snowy
TXN-54704,STORE-5,P-159,2024-10-18,147.85,6,651,88.71,7.39,0.00,,Mobile Pay,EMP-10,Bakery,National Brand,None,New York,In Stock,NO,Snowy
TXN-54705,STORE-6,P-247,1749247402905,90.16,,485,54.10,4.51,0.00,,Mobile Pay,EMP-4,Produce,Premium Brand,None,London,In Stock,NO,Rainy
TXN-54706,STORE-7,P-116,3/14/2024,3.25,3,761,1.95,0.16,0.00,L-5706,Cash,EMP-38,Bakery,Private Label,Winter Sale,London,In Stock,NO,Rainy
TXN-54707,STORE-8,P-305,2024-07-06,112.14,7,765,67.28,5.61,0.00,,Mobile Pay,EMP-41,Dairy,Premium Brand,None,Tokyo,In Stock,YES,Cloudy
TXN-54708,STORE-9,P-277,2025-03-10,101.77,8,5,61.06,5.09,0.00,L-5708,Cash,EMP-32,Deli,Private Label,None,London,In Stock,YES,Cloudy
TXN-54709,STORE-10,P-140,2025-05-03,26.40,2,335,15.84,1.32,0.00,,Card,EMP-49,Grocery,Private Label,None,Tokyo,In Stock,NO,Cloudy
TXN-54710,STORE-1,P-235,2024-01-18,21.18,5,508,12.71,1.06,0.00,L-5710,Mobile Pay,EMP-39,Bakery,Premium Brand,None,Berlin,In Stock,YES,Cloudy
TXN-54711,STORE-2,P-207,2026-01-19,95.90,10,629,57.54,4.80,0.00,,Mobile Pay,EMP-46,Bakery,National Brand,None,Berlin,Low Stock,YES,Sunny
TXN-54712,STORE-3,P-202,2024-07-06,90.15,1,523,54.09,4.51,0.00,L-5712,Card,EMP-43,Deli,Private Label,None,Berlin,In Stock,NO,Cloudy
TXN-54713,STORE-4,P-164,2024-02-09,18.54,9,478,11.12,0.93,0.00,L-5713,Cash,EMP-7,Grocery,Private Label,None,New York,In Stock,YES,Snowy
TXN-54714,STORE-5,,2024-07-15,26.38,6,170,15.83,1.32,0.00,,Mobile Pay,EMP-4,Deli,Private Label,None,London,In Stock,YES,Snowy
TXN-54715,STORE-6, P-443 ,2024-08-14,48.01,4,377,28.80,2.40,0.00,L-5715,Mobile Pay,EMP-6,Dairy,Private Label,Winter Sale,Tokyo,In Stock,YES,Snowy
TXN-54716,STORE-7, P-119 ,2025-09-06,23.46,3,26,14.08,1.17,0.00,,Mobile Pay,EMP-23,Grocery,Premium Brand,Winter Sale,Berlin,In Stock,NO,Rainy
TXN-54717,STORE-8,P-413,2024-12-15,120.32,6,15,72.19,6.02,0.00,L-5717,Cash,EMP-26,Bakery,Premium Brand,None,London,In Stock,NO,Rainy
TXN-54718,STORE-9,P-150,2024-10-07,14.29,3,95,8.57,0.71,0.00,,Card,EMP-10,Deli,Private Label,None,Paris,In Stock,NO,Rainy
TXN-54719,STORE-10,P-491,2024-05-06,7.47,8,576,4.48,0.37,0.00,L-5719,Mobile Pay,EMP-39, Grocery ,Premium Brand,None,Berlin,In Stock,NO,Cloudy
TXN-54720,STORE-1,P-296,2026-01-04,109.30,4,707,65.58,5.46,0.00,,Mobile Pay,EMP-35,Grocery,Private Label,None,Berlin,In Stock,YES,Snowy
TXN-54721,STORE-2,P-107,2024-08-30,95.13,2,590,57.08,4.76,0.00,,Cash,EMP-25,Deli,National Brand,None,Paris,In Stock,NO,Snowy
TXN-54722,STORE-3,P-449,2024-09-02,10.24,9,348,6.14,0.51,0.00,L-5722,Card,EMP-14,Dairy,Premium Brand,None,London,In Stock,NO,Sunny
TXN-54723,STORE-4,P-83,2025-04-19,131.20,10,504,78.72,6.56,0.00,L-5723,Cash,EMP-46,Deli,Private Label,None,Tokyo,In Stock,NO,Snowy
TXN-54724,STORE-5,P-31,2024-11-19,42.83,7,570,25.70,2.14,0.00,,Card,EMP-36,Produce,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-54725,STORE-6,P-36,2025-06-18,136.92,10,764,82.15,6.85,0.00,,Card,EMP-22,Deli,Private Label,None,New York,In Stock,NO,Cloudy
TXN-54726,STORE-7,P-181,2025-01-11,4.06,1,329,2.43,0.20,0.00,,Mobile Pay,EMP-16,Meat,Private Label,None,New York,In Stock,YES,Sunny
TXN-54727,STORE-8,P-155,2025-03-07,52.73,8,99,31.64,2.64,0.00,,Card,EMP-20,Deli,Premium Brand,None,London,In Stock,NO,Snowy
TXN-54728,STORE-9,P-135,2024-08-30,31.85,3,483,19.11,1.59,0.00,,Card,EMP-32,Produce,Premium Brand,None,Paris,In Stock,NO,Rainy
TXN-54729,STORE-10,P-82,2025-11-16,68.92,7,890,41.35,3.45,0.00,,Card,EMP-15,Grocery,Private Label,None,London,In Stock,NO,Snowy
TXN-54730,STORE-1,P-213,2025-11-10,131.27,4,66,78.76,6.56,0.00,,Card,EMP-24,Dairy,Premium Brand,None,New York,In Stock,NO,Rainy
TXN-54731,STORE-2,P-443,2024-11-13,27.51,8,904,16.51,1.38,0.00,L-5731,Cash,EMP-47,Bakery,National Brand,None,New York,In Stock,NO,Snowy
TXN-54732,STORE-3,P-189,2024-03-15,104.84,7,892,62.90,5.24,0.00,L-5732,Mobile Pay,EMP-41,Meat,Private Label,None,New York,In Stock,NO,Rainy
TXN-54733,STORE-4,P-360,Tue Jan 30 2024,111.06,1,756,66.63,5.55,0.00,L-5733,Card,EMP-8,Produce,Premium Brand,None,New York,In Stock,YES,Sunny
TXN-54734,STORE-5,P-98,2024-07-16,76.05,7,991,45.63,3.80,0.00,,Cash,EMP-26,Deli,Private Label,None,New York,In Stock,NO,Cloudy
TXN-54735,STORE-6,P-216,2025-09-24,22.42,9,910,13.45,1.12,0.00,,Card,EMP-27,Grocery,Premium Brand,None,Tokyo,In Stock,YES,Sunny
TXN-54736,STORE-7,P-456,2024-07-31,123.68,6,446,74.21,6.18,0.00,,Cash,EMP-39,Bakery,National Brand,None,London,In Stock,NO,Cloudy
TXN-54737,STORE-8,P-133,2025-02-20,147.17,6,157,88.30,7.36,0.00,,Card,EMP-33,Grocery,National Brand,None,London,Low Stock,YES,Sunny
TXN-54738,STORE-9,P-30,1711239999709,112.65,4,324,67.59,5.63,22.53,,Cash,EMP-5,Meat,Private Label,None,Paris,In Stock,NO,Cloudy
TXN-54739,STORE-10,P-472,2025-06-15,56.82,6,492,34.09,2.84,0.00,L-5739,Card,EMP-10,Deli,Premium Brand,None,New York,In Stock,YES,Snowy
TXN-54740,STORE-1,P-268,2024-09-08,48.11,1000,164,28.87,2.41,0.00,,Cash,EMP-1,Meat,National Brand,Winter Sale,New York,Low Stock,YES,Sunny
TXN-54741,STORE-2,P-428,2025-10-04,78.20,5,515,46.92,3.91,0.00,,Cash,EMP-20,Dairy,Premium Brand,None,New York,In Stock,YES,Rainy
TXN-54742,STORE-3, P-200 ,2025-11-04,148.34,1,554,89.01,7.42,0.00,,Cash,EMP-35,Grocery,Premium Brand,None,Paris,In Stock,NO,Snowy
TXN-54743,STORE-4,P-491,2026-02-07,85.73,4,814,51.44,4.29,0.00,L-5743,Cash,EMP-44,Meat,Premium Brand,None,Berlin,In Stock,NO,Snowy
TXN-54744,STORE-5,P-198,2024-08-11,63.55,7,993,38.13,3.18,0.00,L-5744,Card,EMP-11,Bakery,Private Label,None,Berlin,In Stock,NO,Sunny
TXN-54745,STORE-6,P-202,2025-11-20,34.39,10,759,20.63,1.72,0.00,,Mobile Pay,EMP-41,Dairy,National Brand,None,London,In Stock,YES,Rainy
TXN-54746,STORE-7,P-335,2024-06-30,145.73,5,671,87.44,7.29,0.00,,Cash,EMP-3,Dairy,Private Label,None,London,In Stock,NO,Snowy
TXN-54747,STORE-8,P-222,2024-06-16,3.02,10,340,1.81,0.15,0.00,,Card,EMP-30,Produce,Premium Brand,None,Berlin,In Stock,NO,Sunny
TXN-54748,STORE-9,P-237,2024-12-24,22.11,8,176,13.27,1.11,0.00,,Card,EMP-17,Dairy,Premium Brand,None,Paris,In Stock,YES,Cloudy
TXN-54749,STORE-10,P-96,Sat Sep 20 2025,98.04,4,696,58.82,4.90,0.00,,Mobile Pay,EMP-33,Deli,Private Label,None,New York,In Stock,NO,Rainy
TXN-54750,STORE-1,P-335,2025-12-13,18.15,7,112,10.89,0.91,0.00,,Card,EMP-44,Grocery,Private Label,None,Berlin,In Stock,YES,Cloudy
TXN-54751,STORE-2,P-85,2024-04-06,138.86,2,473,83.32,6.94,0.00,,Cash,EMP-1,Bakery,National Brand,None,London,In Stock,NO,Sunny
TXN-54752,STORE-3,P-477,Thu Aug 14 2025,91.42,,231,54.85,4.57,0.00,L-5752,Cash,EMP-47,Bakery,Private Label,Winter Sale,London,In Stock,NO,Cloudy
TXN-54753,STORE-4,P-129,2024-02-25,141.37,10,123,84.82,7.07,28.27,,Cash,EMP-3,Produce,Private Label,None,New York,Low Stock,YES,Sunny
TXN-54754,STORE-5,P-383,2025-10-20,54.62,8,432,32.77,2.73,0.00,,Cash,EMP-27,Meat,Private Label,Winter Sale,Paris,In Stock,YES,Sunny
TXN-54755,STORE-6,P-193,2025-08-24,71.48,2,360,42.89,3.57,0.00,,Cash,EMP-12,Bakery,National Brand,None,Berlin,In Stock,NO,Sunny
TXN-54756,STORE-7,P-277,2024-06-18,68.31,2,50,40.98,3.42,0.00,L-5756,Card,EMP-44,Bakery,Premium Brand,None,Tokyo,In Stock,YES,Sunny
TXN-54757,STORE-8,P-388,2026-02-14,19.45,3,788,11.67,0.97,0.00,,Cash,EMP-44,Meat,Premium Brand,None,New York,In Stock,NO,Rainy
TXN-54758,STORE-9,P-34,2025-11-03,151.18,6,563,90.71,7.56,0.00,,Card,EMP-38,Produce,Private Label,None,London,Low Stock,NO,Rainy
TXN-54759,STORE-10,P-228,2026-01-18,85.13,4,334,51.08,4.26,0.00,L-5759,Card,EMP-11,Deli,National Brand,None,London,In Stock,NO,Sunny
TXN-54760,STORE-1,P-188,2025-01-22,33.43,8,478,20.06,1.67,0.00,L-5760,Cash,EMP-18,Produce,Premium Brand,None,London,In Stock,YES,Snowy
TXN-54761,STORE-2,P-75,2024-03-06,34.21,5,610,20.53,1.71,0.00,,Mobile Pay,EMP-21,Bakery,National Brand,None,Berlin,In Stock,YES,Snowy
TXN-54762,STORE-3,P-450,2025-12-03,84.81,4,970,50.89,4.24,0.00,,Card,EMP-37,Meat,Premium Brand,None,Berlin,In Stock,NO,Snowy
TXN-54763,STORE-4,P-232,2024-02-28,111.48,10,108,66.89,5.57,0.00,,Cash,EMP-25,Bakery,National Brand,None,Tokyo,In Stock,NO,Sunny
TXN-54764,STORE-5,P-67,2026-01-22,47.73,8,547,28.64,2.39,0.00,L-5764,Mobile Pay,EMP-37,Bakery,Premium Brand,None,Tokyo,In Stock,NO,Rainy
TXN-54765,STORE-6,P-282,1712416998434,101.23,3,58,60.74,5.06,0.00,,Card,EMP-37,Dairy,Premium Brand,None,London,In Stock,NO,Snowy
TXN-54766,STORE-7,P-100,2025-03-23,32.89,10,287,19.73,1.64,0.00,,Mobile Pay,EMP-45,Dairy,Premium Brand,None,Tokyo,In Stock,NO,Cloudy
TXN-54767,STORE-8,P-392,2025-06-17,131.12,,484,78.67,6.56,0.00,L-5767,Mobile Pay,EMP-32,Grocery,National Brand,None,Paris,In Stock,NO,Rainy
TXN-54768,STORE-9,P-381,2025-05-14,94.56,4,470,56.74,4.73,0.00,,Cash,EMP-48,Dairy,National Brand,None,London,In Stock,NO,Cloudy
TXN-54769,STORE-10,P-416,2024-12-12,51.63,7,906,30.98,2.58,0.00,,Mobile Pay,EMP-3,Grocery,Premium Brand,None,Berlin,In Stock,NO,Snowy
TXN-54770,STORE-1,P-233,2025-12-04,139.33,9,699,83.60,6.97,27.87,L-5770,Cash,EMP-30,Produce,Premium Brand,None,Tokyo,In Stock,NO,Sunny
TXN-54771,STORE-2,P-470,2024-11-29,44.64,6,843,26.79,2.23,0.00,,Cash,EMP-6,Bakery,Private Label,None,London,In Stock,NO,Cloudy
TXN-54772,STORE-3,P-391,2024-09-17,111.37,9,338,66.82,5.57,0.00,L-5772,Cash,EMP-38,Deli,Private Label,Winter Sale,New York,In Stock,YES,Cloudy
TXN-54773,STORE-4,P-200,2025-12-01,37.47,8,686,22.48,1.87,0.00,L-5773,Card,EMP-44,Deli,Premium Brand,None,Paris,In Stock,YES,Cloudy
TXN-54774,STORE-5,P-480,2025-09-12,104.15,4,230,62.49,5.21,0.00,,Card,EMP-8,Grocery,Private Label,None,Berlin,In Stock,YES,Sunny
TXN-54775,STORE-6,P-36,2024-10-13,60.91,5,183,36.55,3.05,0.00,,Card,EMP-12,Dairy,Private Label,None,London,In Stock,NO,Cloudy
TXN-54776,STORE-7,P-407,2025-04-30,72.97,9,316,43.78,3.65,0.00,L-5776,Cash,EMP-37,Grocery,National Brand,None,Berlin,In Stock,NO,Snowy
TXN-54777,STORE-8,P-24,2024-03-21,78.16,6,648,46.90,3.91,0.00,,Mobile Pay,EMP-43,Grocery,Premium Brand,Winter Sale,Berlin,Low Stock,NO,Snowy
TXN-54778,STORE-9,P-489,2025-07-18,121.94,4,425,73.17,6.10,0.00,,Mobile Pay,EMP-2,Grocery,National Brand,None,Paris,In Stock,YES,Cloudy
TXN-54779,STORE-10,P-272,2025-09-11,120.02,6,172,72.01,6.00,0.00,,Card,EMP-15,Meat,National Brand,None,New York,In Stock,YES,Rainy
TXN-54780,STORE-1,P-226,2025-12-06,74.73,2,698,44.84,3.74,0.00,,Mobile Pay,EMP-33,Bakery,Private Label,None,Berlin,In Stock,NO,Rainy
TXN-54781,STORE-2,P-139,5/13/2024,6.13,2,855,3.68,0.31,0.00,,Mobile Pay,EMP-5,Deli,Private Label,None,London,In Stock,YES,Rainy
TXN-54782,STORE-3,P-150,2025-04-22,,1,817,75.69,6.31,0.00,,Card,EMP-44,Dairy,National Brand,None,Tokyo,In Stock,NO,Rainy
TXN-54783,STORE-4,P-197,2025-01-11,76.12,1,463,45.67,3.81,0.00,,Mobile Pay,EMP-29,Deli,Premium Brand,None,New York,In Stock,NO,Sunny
TXN-54784,STORE-5,P-340,1732950722202,151.83,4,821,91.10,7.59,0.00,L-5784,Card,EMP-5,Meat,Premium Brand,None,New York,In Stock,NO,Cloudy
TXN-54785,STORE-6,P-434,2024-01-05,82.54,10,243,49.53,4.13,0.00,,Card,EMP-48,Produce,Private Label,None,London,In Stock,YES,Snowy
TXN-54786,STORE-7,P-216,2025-03-29,146.45,7,980,87.87,7.32,0.00,,Card,EMP-22,Produce,National Brand,None,Berlin,In Stock,NO,Rainy
TXN-54787,STORE-8,P-199,1759836870990,115.39,5,369,69.23,5.77,0.00,,Card,EMP-6,Produce,Private Label,None,Paris,In Stock,NO,Cloudy
TXN-54788,STORE-9,P-95,2025-12-26,121.18,3,894,72.71,6.06,0.00,L-5788,Card,EMP-3,Dairy,Premium Brand,None,Paris,In Stock,NO,Sunny
